Sample1,-1,1,1,2,2,2,1,-2,1,-1
Sample2,-2,-2,2,2,0,-2,3,1,2,2
Sample3,-1,-3,2,1,1,-3,2,0,1,-1
Sample4,-1,-1,2,1,2,-2,2,1,2,-2
Sample5,0,-2,2,-1,2,-2,-1,-1,2,-1
Sample6,-1,2,-1,1,2,1,2,-2,-1,-2
Sample7,-2,2,-2,2,1,-2,-2,-2,0,-2
Sample8,2,-1,-1,1,-2,-1,1,-1,-1,2
Sample9,-1,-1,-2,-2,-2,-2,-2,-2,1,1
Sample10,0,-1,2,1,3,2,3,1,1,2
Sample11,1,2,-2,-1,1,2,1,-1,-1,-2
Sample12,1,1,-1,1,1,2,2,1,-2,2
